text	category
മാമാങ്കം ..ആൺവീര്യത്തിന്റെ പോരാട്ട വാൾത്തുമ്പിനാൽ എഴുതിയ വിപ്ലവം .. മുറിവാൾത്തലപ്പിനാൽ ,പരിചപ്പുറം കൊണ്ട്  അവസാന ശ്വാസം വരെ സ്വന്തം  രാജ്യത്തിനായി, മടങ്ങിവരവില്ലാത്ത പോർക്കളത്തിൽ ചാവേറായി പൊരുതി മരിക്കുവാൻ തയ്യാറായി ഇറങ്ങിത്തിരിക്കുന്ന യോദ്ധാക്കളുടെ ഇതിഹാസം  ... ഇന്നും നമ്മളെ രക്ഷിക്കാൻ ആ പോരാട്ട വീര്യവുമായി ചാവേറുകൾ നമ്മൾക്കിടയിൽ നിന്ന് യാത്രയാവാറുണ്ട് ....	unknown_state
Karayippikuvo muthe... Happy bday ikka.... Waitg	Positive
Adar Trailer ......summer mass entertainer thanne aayirikum enn pratheekshikunnu......	Positive
ഈ അലഞ്ഞുതിരിയുന്ന മാസ്സ് കോങ് ഗൂ അഭിനയിക്കുന്നത് എവിടെയാണെന്ന് നിങ്ങൾക്കറിയാമോ?	Negative
Bgm is similar to Ratchasan movie.... ഗോപി സുന്ദര്‍ അതും അടിച്ചു മാറ്റി.	Negative
തോപ്പിൽ ജോപ്പൻ അവനുള്ള ശ്രമം ആണോ ഇട്ടിചോ ങ്ങൾ...	unknown_state
ikka ningal enthina ingane njangale romanjam kollikane🤗	Positive
LALETTAN UYIR  ALL LALETAN BHAKTHANS HIT LIKE HERE	unknown_state
ഒരു സിമ്പിൾ ട്രൈലെർ പോസിറ്റീവ് ആണെങ്കിൽ ഏട്ടനും പിള്ളേരും ഈ ഓണം ഇങ്ങ് എടുക്കും	Positive
സിമ്പിൾ ആഹ് സൊല്ലുംനാ, കല്യാണം ചിന്ന വിഷയം കെടയാതു അങ്ങനെ കല്യാണം പാൻര മൂന്നുകു ആയിരം വാതി ഇല്ല ലച്ചം വാത്തി യോസിങ്ക. ഉങ്ങേ വാൽക്കൈയോട് സെർത്തു ഇന്നൊരുത്തർ വാൽക്കൈയും നാസം പണാടിങ്ങേ.	Negative
കിടിലൻ ട്രൈലെർ 🤞🤞  ദുൽഖർ സൽമാൻ ഫാൻസിന്റെ വക വിജയാശംസകൾ	Positive
Melle theeramithil olangal olangalaayi nee varuuuu Ee variyil addictaayavar aaroke	Positive
മമ്മൂക്ക ഒരു മുഴുനീള പാട്ടിൽ ഡാൻസ് കളിച്ചു കണ്ടതിൽ സന്തോഷമുണ്ട്.. കുറച്ചു ഭംഗികേടായി തോന്നുന്നുവെങ്കിലും കഥയുടെ സാഹചര്യം തെറ്റുപറയാൻ കഴിയുന്നില്ല.. കുറച്ചു പോരായ്മകൾ മാറ്റി നിർത്തിയാൽ ഒരു മികച്ച ചിത്രം.. ഡീ ഗ്രേഡ് ചെയ്യുന്നത് വളരെ മോശം	Positive
മുത്തച്ഛാ, ആ പഞ്ച് മിഠായിയുടെ തലയിൽ കുറച്ച് സ്റ്റൗ കരി പുരട്ടുക. എന്തുകൊണ്ട്? നിങ്ങൾ ഒരു റൊമാൻസ് സീനിൽ അഭിനയിക്കുമ്പോൾ, പെൺകുട്ടി പോലും നൃത്തം ചെയ്യുന്ന ഒരു അപ്പൂപ്പനെ പോലെയാണ്...	Negative
Mammooka polikum asifikka yude oru guast roll ഉണ്ട് athinum katta waiting	Positive
കൊള്ളാം...മുഖ്യനേ....നിന്നെ ഇങ്ങനെ കാണാൻ ഇനിയൊരു ജീവിതം വേണം......	Negative
മൂക്കുത്തി ഏത്തപ്പഴം  എടുത്ത്  കൊടുത്തോടത്തു തന്നെ കാണും കുട്ടി... 🤭	unknown_state
Padam kand trailer kaanaan vannavar like adi	unknown_state
Well done YouTube	not-malayalam
ഒരു കലണ്ടര്‍ വ൪ഷത്തില്‍ രണ്ട് നൂറ് കോടി ചിത്രങ്ങള്‍ ഉള്ള മലയാളത്തിലെ ഏക നടനായി മമ്മൂക്ക..	Positive
ഈ സംഗീതം എവിടെയോ കേട്ടതായി തോന്നുന്നു... ആനിപ്പാടിയ ഈ പേജ് അറിയൂ	Negative
1:25  #Lalettan reference	unknown_state
നേതാവേ, നേതാവേ, വരൂ...ചെഞ്ച നള, ഇനി നേതാവിനെ കൊല്ലാൻ പോവുകയാണോ?	Negative
131k   8k.    View 17k  🤔🤔🤔	unknown_state
ഗംഭീര ട്രെയിലർ, രജനിഫീറ്റ് രജനി പാൾസ് ഹിറ്റ് ലൈക്ക് നേടൂ	Negative
Trailer kaanan premiere ON aaki vech kaathirunnavar like adi	unknown_state
ഒരു 10 കൊല്ലം കഴിഞ്ഞ് ഇറങ്ങേണ്ട പടം.... ഇങ്ങനെ ഒരു പടം ഇറക്കാനുള്ള റേഞ്ച് പ്രിത്വിരാജ് നു ആയിട്ടില്ല	Negative
നല്ല ഊമ്പിയ ടീസർ... നിർത്തീട്ട് വേറെ വല്ല പണിക്കും പോ മമ്മൂക്ക	Negative
ആഹാ views കൂട്ടാൻ വേണ്ടി നല്ല കളി കളിക്കുന്നുണ്ടല്ലോ മക്കളെ 🤣🤣🤣 ഓരോ മിനിറ്റിലും എത്ര k വച്ചാണ് കേറുന്നത്. ഉടായിപ്പാണെന്ന് തോന്നുകയേ ഇല്ല കേട്ടോ അത്രക്ക് ഒറിജിനാലിറ്റി 🤣🤣🤣. എന്തായാലും നടക്കട്ടെ 24 hr ആകുമ്പോളേക്കും ഒരു 50 m ആകും എന്ന് വിചാരിക്കുന്നു. ഉഷാറാക്ക് ഉഷാറാക്ക് .    കൊക്കോനാട് രാജാവിന് റെക്കോർഡ് ഇടണ്ടേ  നടക്കട്ടെ 🤣🤣🤣🤣  ഉടായിപ്പ് രാജാവിന് പറ്റിയ ആരാധകർ  Enjoy enjoy 🤣🤣🤣	Negative
നമ്മുക്ക് നഷ്ടപെട്ടത് എന്തൊക്കെയോ \r തിരിച്ചു കിട്ടിയ ഫീലിംഗ്...... ക്യാമറ, ബാക്ക്ഗ്രൗണ്ട് മ്യൂസിക് സൂപ്പർ	Positive
Soubin ikka koode ഉള്ളത് കാരണം നമ്മുടെ ഫോട്കൊച്ചി കാർക് അഭിമാനമാ	Positive
ഞാൻ ഈ പടം രണ്ടു തവണ തിയേറ്ററിൽ പോയി കണ്ടൂ,വല്ലാത്ത ഫീൽ	Positive
Ikkade villan vesham kananam like adikkanam ponam	unknown_state
അവളെ ശ്രദ്ധാപൂർവ്വം വായിക്കുക	Negative
1.2k dislike feeling pucham to u Kashtam.....	Negative
Nostalgia valiyoru marketing product aanu	unknown_state
Annaa oru voice aanu ikkaa	Positive
Ikka pwolikum from an ettan fan ente ponno Glamour enne paranja ikka ane example style ka baap	Positive
@കിച്ച വിത്തൽ ലുച്ചന്റെ ആരാധകനാണ്	Negative
Ethre ennu vacha engene pottune !!!!	Negative
Trailor kandaal thanne ariyaam padam thamarthum	Positive
അജിത് പോളിന്റെ പൊങ്കൽ റിലീസ് ഔമാദ കുസുവാസ	Negative
മഞ്ജുചേച്ചിയുടെ ഫാൻസ്സ് എല്ലാരുംകൂടി... എന്റെ ചാനൽ ഒന്ന് SUBSCRIBE ചെയ്യാമോ...	unknown_state
Maram chutti PREMAM clg  rashtriyam  heroism   Ithokka aanu ippol Malayalam cinema  Aah nadakattae	Negative
കണ്ണോണ്ട് ചൊല്ലണ് മിണ്ടാതെ മിണ്ടുന്നു  .. പോലെ   തോന്നുണ്ടല്ലോ  ....  കുറച്ചൂടെ നന്നാക്കാമായിരുന്നു ...	Mixed_feelings
M j sir best music dop, choreography, costume design, production design super super	not-malayalam
Kure ayallo bro...Katta waitingila ..poomaram pole akuvodey?	unknown_state
രാച്ചസൻ സംഗീതം മാരി ഇരുകു തുടങ്ങുന്ന ലാ 🤔🤔enaku mattum Tha apdi thonutho	Negative
Ithil Rajuettane kandavar ethra perund??? Aaa mwothaline athra pettennu kaanan pattilla. Athinu chorayil alinja sneham venam. Enje pwoale. R Eattan da <3	unknown_state
ബ്രോ നിങ്ങൾ ചൈനയാണ്...ഞങ്ങൾ പിന്നിലുണ്ട്.....	Negative
Pls don't degrade this film (nammalkkum big budget films undavatte ) by a Mohanlal fan	not-malayalam
Mammukkaa  aa shabdam Kelkan matram njan ee trailer 10+ times kandu.	Positive
കുഞ്ഞാലി മരക്കാരുടെ പ്രസംഗം അധികം വലിച്ചുനീട്ടാതെ വെട്ടിച്ചുരുക്കു. ബോറാണ് പ്രിയൻ സർ !!content ഉള്ള കുറച്ചു dialogues മതി !!!...കുറിക്കുകൊള്ളുന്ന give and takes മതി !.ലാലേട്ടനോട് പുതിയ രീതിയിൽ present ചെയ്യാൻ പറയ് !!!.ഇതെങ്ങെങ്കിലും മാറ്റിയെ പറ്റു !.ഇതുകേട്ടിട്ടു കുഞ്ഞാലിമരക്കാർ പറയുന്നു എന്ന effect തോന്നണമെങ്കിലിനി മൂവി കണ്ടാലേ പറ്റു	Negative
Padam flop aakumbo ee comment like cheyyaneaa.....  ith ivide kidakattea..	unknown_state
മൊക്ക ട്രെയിലർ, മോവേ പ്രിന്റ് എന്നിവയും കൊള്ളാം.	Negative
Movie kandathine shesham vannavarundengii adiyada oru Madura like	unknown_state
Kujaali Marakaar eghanaa shaheedhayad enn arrkenkhilum ariyoooooo	unknown_state
Lalettante abhinayathil oru vethyasam feel cheyyunnu....	unknown_state
വിശാൽ ഏത് പറവല പോലെയാണ്...സൂര്യ ഇങ്ങനെയാണ്!!!! ടോയ് ഇന്ദു ദന്തു അല്ലെങ്കിൽ ഏതെങ്കിലും ഇരുമ്പ് റോഡ്... കൊടുമ ജി ഇത്	Negative
*Malayalam cinema ക്കും malayalam subtitle വെക്കേണ്ടിവരുമോ*  Poli item	Positive
ഇത്രയും നല്ലൊരു സോങിനാല്ലൊ ചില ദുരന്തങ്ങൾ കുറവാക്കുന്നത്.. മഹാനടന്റെ അത്ഭുതനടനം	Positive
Soubin bhasi pwolikum   By parade fahadikka kondokum	Positive
2019 November I'll ith kanan vannavar undo	unknown_state
ചാക്കോച്ചന്  റോക്കി ഭായ്  ഫാൻസിന്റെ എല്ലാ  ആശംസകൾ	Positive
ഞാനും സിനിമയുടെ മുന്നണിയിലോ പിന്നണിയിലോ ഉണ്ടായിരുന്നെങ്കിൽ CAB ഒന്നും മൈൻഡ് ചെയ്യണ്ടായിരുന്നു.  ഇവരൊക്കെ ഭാഗ്യവാന്മാർ. രാജ്യത്തെ ഒരു പ്രശ്നവും ഓർത്തു വിഷമിക്കേണ്ട കാര്യമില്ലല്ലോ. പണ്ട് അവാർഡ് തരുന്ന ആള് മാറിയപ്പോൾ പൊട്ടിത്തെറിച്ചവരൊക്കെ ഇപ്പൊ എവിടെ?  ഇനിയൊരു അവാര്‍ഡ് നഷ്ടമാവാതിരിക്കാൻ മൗനം പാലിക്കുകയാണോ? ഇപ്പൊഴും സിനിമയുടെ റിലീസും, ട്രൈലറും, ബോക്സോഫീസും, കണ്ടിന്യുവിറ്റിയും, റിവ്യൂം ഒക്കെ ഹിറ്റാക്കാൻ കുറെ സാധാരണക്കാരെ കിട്ടുന്നുണ്ടല്ലോ ഈ കേരളത്തിൽ!  അത്ഭുതമാണ് ഈ സാധാരണക്കാരെ ഓർക്കുമ്പോൾ	Negative
ഏട്ടന്റെ പിള്ളേർക്ക് like അടിക്കാൻ ആയി ഒരു 50 ഏക്കർ ഒഴിച്ചിട്ടുണ്ട്	unknown_state
എന്താണ് അദ്ദേഹത്തിന് വിഷയം?	Negative
Pwlikkum ..w cc fans karu vannu ippo degradeing tudangum..al feminist vanngal	Negative
വിജയ് പോൾസ് അജിത് പോൾസ് എന്ത് പാ എങ്ങനെ ചെയ്യണം	Negative
Padam adipoliyaanu.ithu polulla movies iniyum undaavanam.very natural acting.ee padam ishtappettavar  evide LIKE adikkoo	Positive
അയ്യോ ഞങ്ങടെ കോട്ടയം അല്ലെ ഇത്..  മഞ്ജു ചേച്ചി കിടുക്കി... റോഷൻ സാറിനു നല്ല കിടു ലുക്ക്	Positive
