text_trans	category
kamoonisht sarkaarve odaleyadu alli rajakiya irall deshad abhivruddhi onde guriennamm deshad i statige karanjann* rajakaranieru(nehru vanshastharu)	Mixed feelings
Super guru	not-Kannada
@Naveenkumar R lo adu kannad Alla kannada...	Negative
olle cinema matra	Positive
avAnE shriMAN NaRAyana..	unknown state
igun kaldalli 60 years badkodhe kasta 5000 varsa irtara yakro janara inocentna use madkotira	Negative
super sr	not-Kannada
Movie release aadmele matte pickup aaguthe	Positive
rakshith naik avru modi bhaktaru	Mixed feelings
40 varsha ende keliddu story evaga shanthosha aagta ede	Positive
chamayya mestru avar aashirwad yavagalu irutte nimmalli swabhiman ide agu nimmalli ondu chal ide	Positive
Supper i love my kannada ...	Positive
Hindi varjan relis made	Mixed feelings
Benki guru ninu	Positive
Trend setter! Awesome!	Positive
chaligaldalli hendtin bittangagide Tik tokers stati Like a  hete ge bandiro nai tar	Negative
Very nice togari tippa na story..	not-Kannada
rama rama tusu rutha xarip	Mixed feelings
Tick tock Matti pub g arorna dayvittu India border of India...lAC ge kalisikodi	Negative
avanu chiranjivi adakkoskar sayade  deshavannu suttadutta irtare	Positive
@sumit patil but torsalla..	Negative
Bandhu kigiadhe Ganahesruu Hands up	Positive
@Chandra kanth naa siggappu manithan	unknown state
Full roast madiddiya e somberigalige	Positive
Thumba chennagide agbeku nan maklge	Negative
tappu enu ill drive madidre. nimm bagge bail hemme ide. namm bail yuvkaru kelas madade kutiddare. avarige nivu ondu madri.  shrimantike gunadalli	Positive
Youtube channel nalli ASN release promos upload madi sir	Positive
Chindi Song guru	Negative
All The Best Gentlemen Team From All DBoss Fans	not-Kannada
Love u rakshita shetty	unknown state
souper san .	Positive
@sathish m nNin kano gaandu sariyagi matadu darshan fans bari kettadagi matadtare troll madtidare idu ninge gottenoley darshan na bitre yargu support madolla antha rumors spread madidare adke nangu ange anusthu helde	Negative
@Nandi Parthasarathi 🤣🤣Joi D boos	Negative
Patrada parichaya iroru...e bandukigide Hale hesaru....is he mentioning ULIDAVARU KANDNTE????	Mixed feelings
Rakshit Shetty 🤩	Positive
@punter 18 NJ	Mixed feelings
Nanu film nodade ne edict aagiddene	Positive
Nija ashwattama chiranjivi Krishna kottiro shapa	Positive
Slow poisoning song	unknown state
YouTube subscriber at list 5lack kooda Ella yelli reach agutte T series nalli bittidre 10m agirodu avraddu tappu	Negative
Yes agreed first time keldaga 🤦🤦🤦 ansituu but 4-5 keldaga agoitu	Mixed feelings
Actually idu chenagirodu	Mixed feelings
Kannada super song	not-Kannada
namm kannada industry yake namm kalavidrann kai bidtira..	Negative
haudu idu saakshat krishna cot shapad prenam	Mixed feelings
kannadadalle hechagi matnadiddakke dhanyavadgalu...nAll the best sr	Positive
Most liked kannada movie songsn1	Positive
de bass abhimanigal kadeind  All the best....	Positive
Super agi mathadthiya bro	Positive
Hands up !!!	unknown state
Kannadadalli ee Tara cinematography iro movies innu barli	Positive
ni belibeku rasmik ninn nodi urkobeku	Negative
Wt Abt devarkonda	unknown state
avagavag i hadu kellill andre eno miss madidahage aguttekanshlot poison	Positive
Hands up	unknown state
Super guru nin voice	Positive
Amar prasaad sir nam deshadalli chaina kinta  talehidukaru jassti edare gotta nam desha en kammi ella eslamikarana maadodaralli chaina kinta kammi ella nam deshadalli jana nammanna aa devastanakke sersilla ee devastanakke serlilla annoru chaina kinta kammi ella 100 ralli 35 % marks tagondru avrige meesalatiyalli kelsa tagolloru en chaina kinta kammi ella.nodona  chainadalli estodu savalattu torsi nodona.	Negative
Super song bro	not-Kannada
Super I like it	unknown state
Yes  super bro	not-Kannada
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi	Positive
ninn pind...	Negative
nij nangu hage aaytu marre	Mixed feelings
@Nandi Parthasarathi ille gotta aagta ide ninu yestu urkondu sattidiya anta yenro nimma same balegarna type nayi padu 🤣🤣🤣	Negative
Pmt andre yavdu?	unknown state
Sir nimmana nodtidre ashwth sirna nodadhaste kushi aaguthe Sir	Positive
6 6 6 6 6 6  super 30	unknown state
i reeti bedh bhav bed idi rajyadalli avarannu isht paduv abhimanigarhu iddare.	Negative
gottill rakshit shetru natnege naanu fida .. bass waiting for moovie.... charitre bareyo ell lakshan ide.. All The best your bright future	Positive
yestu bejar Ali edhe nange nagu tadiyoke agtha Ella vidoe nodi	Negative
naanu kud mobailnali nodiddene emb prajne kadhata ide...nirmapakar khaate nam. hockey duddu hakuv.	Negative
super togari tipp	Positive
Anna nin super yelargu saryag ugdidya avrgela bartha edid bikshe kaasu miss aythu antha support madtha edru aste	Negative
signature step ishta adare ootu ondu like nsong super ansiddre bidu eradu comment.. nninu kannadiga adare	Positive
yall bhashelu  nodide ful benki pa	Positive
simple star fans adoru like madi	unknown state
Brother Bindu Gowda du tik tok ban hagirodhru bagge matadidhalala adur bagge video Madi n( Love you u r channel )	Positive
Wow boss sariyagi helidhira but use madorige sariyagi heli next video	Mixed feelings
souper ann	Positive
@Nandi Parthasarathi nandini nandini nin halu... smell barta ide	Mixed feelings
1999 ralli naded ghatneyannu keli tilidu nodi avag nimage tiliyuttde namm deshad abhimaan avag nivu TikTOK  nnu avagale tegedu hakutiri idu nann balyad nenpu	Positive
avar ichheyante 300 kotigu miri kalekshan madli	Positive
Nenne bigboss nalli chandan same step maadudru..	Positive
Super bro tik tok tik tok antha sayo bekuf nanmaklge sariyagi samadana helidira bro	Negative
Super bro nim vioce ale ede desha Prema full enjoy video super	Positive
@naveen v kudlu elladidre nindu tegedu kodu bvc ninna luccjanige handidu maasa kodu modalu baavali chalpat Singh side actor🤣🤣	Negative
Thankz bro dodda maatu	Positive
Inta kithhodda Sule Maklige tiktok ban Agedu olled aithu	Negative
@Kumara Kantirava avn heldange 1st time hange ansodhu..	Positive
Super guroonSakkattagittu video. ...	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Shikuar. Chimmalagi. Super	Positive
Rakshit Macha time togondrunu sakath agi bandide	Positive
Supar stups ser	Positive
Matte release made pakka reseve madkolthare navu hoge nodthive please	Positive
Nam amma helidaare rakshit shetty dual role erodu anta....Nodana!	Mixed feelings
@Nandi Parthasarathi nindu tullu yako halsi hogide ansutte hogi detal hockey tolko	Negative
Thanks for likes	Positive
rashmik rakshit shetti belvanige nodi ?	unknown state
@poojitha subbaiah 🤣🤣	Negative
My dream IPS	unknown state
U r great sir	not-Kannada
naan sabsqrib madide	Positive
Nin tula malanaleya asvat nama avru yar kanigu kanskalake esta padala akaamat kandru noddavru ale satogtare antadrali avne band docter baklu badudnante nin avunmakanleua hogi nin anta gandu galge hog helu kate na	Negative
Koriya du kanappa pubg 🤣🤣 thilko first	Mixed feelings
Punyathma andre evare	Positive
eshtu kelli guru naanu innu kelbeku anisutte all the best shatre	Positive
Togari tippa is greaterden	Positive
Vijaya prakash voice	unknown state
Exelent music &dance	not-Kannada
idu namm uttar karnatakad shailialli cinema agabeku	Positive
Nama Kannada channel Dinesh ss स्सुप्पेर	not-Kannada
Wonderful movie	Positive
Wonder full songs	Positive
Nim dhesh bakthi ge Sallut bro I like you	Positive
Super bro ....super	not-Kannada
super togari tipp	Positive
chindi movie guru	Positive
super avane shriman naarayan	Positive
Luv from karnataka	Positive
Hands up	not-Kannada
Daridra rajkaranadinda Kelsane sigtilla guru company factory yella muccho stitili idare	Negative
Nav avnaa meet agboda sir?	Positive
Let's pray	unknown state
Flair gun in pubg	not-Kannada
What a Song. #avanesrimannarayana	Positive
@prithvi nayak nimm amm kandorige hadili	Negative
Kelta kelta finally idu kick kodtu. excellent	Positive
souper guru last alli helidrall tik hodio devru na katcondidare anth 100% nij souper	Mixed feelings
souper bass ninu helled krit madidu souper	Positive
sahassinh abhimanigal ind al da best	Positive
Jadesh Kumar Anna.. trailer is dashing	Positive
Wt a song	Mixed feelings
Please intha cinemagalannu     gellisona ......namma hemmeya Kannada cinema	Positive
souper aagi helidiya brther	Positive
endu mareyad sahitya	Positive
Super songs boss	Positive
@Vinay kumar sari nim balegara yake shaata ella kithu thalege anstondidane shaatukobba-3_The power of shaata promotion ga🤣🤪	Negative
Signature steps thumba channagide sir .	Positive
Inspired from korean movie Midnight Runners	not-Kannada
Ganesh Bhat -krashna nimm manege b0du majjige kalillva?!	Mixed feelings
Hottege anna thinnoru e reethi comment madbardu Naveen raj nimmonthavre star war ge karana plz ella d boss abhimanigalu ivna gadipar madbekagi vinanthi	Negative
Next level movie guru	Positive
Supper agi madiddiya guru	Positive
@Praveen Kumar ninamman yako gandu tik urin	unknown state
prativobb vyakti jeevandalli aguvant kathe . nijaku i filam fieling nu vyakt padisute .	Negative
idu beku guru china soole maklige innu kodu guru superrrr  guru	Negative
Anna niv super agi creative maadthira super Anna	not-Kannada
Love you bro	Mixed feelings
kannadavu support madalla jatre song matra views agodu.tiktok ellla busy agavre . telugu alli 1 day 10 millon agutte namalli agalla	Negative
Tamil remake nan sigapu manithan	Negative
What a tiktok song super	Positive
Yakri janagalna dari tapso kelsa madtira	Negative
Hi friends nanna atira ondu kate ide adanna short movie maadbeku antha ase adre adu agtailla please saport maadi 7875182258 idu nanna no	unknown state
Shanvi shreevastav bittu bere yav hugiru illa ankondidde	Mixed feelings
spashtvad  kannada	Positive
Superb song Guru	Positive
Nyc. . . .	not-Kannada
E kithu hogi ero Nan makallu na chapalli Alli hodi beku.... Tiktok Ban Madi olle kelsa Madi edare	Positive
ann enu ninn mattu odondu matinlli arth ide	Positive
Bidu Gowda ge Alli hodi beku first avaru mane Alli avaru appa Amma ne kelluthiya dure Tiktok maduthirodana Ennu Nive yochane Madi evallu yetha kithu hogi erollu eru beku ethara avaru edane India ge Bad Name Mathe Namu inda girls ge nu Bad name	Negative
Eli eddeli boss nim time bandide	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Super songs bro	not-Kannada
@prithvi nayak nimm amm hadaragitti	Negative
Idu idu bekittu actually.....jai rk boss	Positive
SUPERB SONG .........	not-Kannada
Promotion heg madodo anta kaliri	Negative
Dislike madidavar rashmika fans irbek	Negative
Sariyagi promotion maadade cinema haal maadtarapan(Hindi Song Elranna?)	Negative
Love from hyderabad	not-Kannada
kasht ellarigu ide sir.... adnnu metti nilli......ig hegidru film ge chance galu siktive...khushiagiri.	Positive
Super Hitt song	Positive
anna bond chennagi bend ettid	Positive
Super sir 🤣	unknown state
@Nandini Gowda Genius	unknown state
Sir mate communist best antiria nDemocracy li rajakarnigalu kithadtare	Negative
naanu tumba isht pado  hesaru adu shankar.. aa ibbaru vyaktigalu andare 1.shankar naglen2.shankar ashwath	Positive
#rashmikamandhana  bad girl	Negative
Mutturaj Melageri souper	Positive
Super togari tippa	Positive
Super sir 🥰	not-Kannada
Sir Karnataka outside promotion channagi madi	Mixed feelings
Pakka hit agutthe guru movie	Positive
bharatadalli bari rajakaran mattu tamm  makkal  rajakiya pravesh mattu han madu reeti yav kaayile bandre pravah adare eshto han barutte mattuvanyav reeti barutte kulle hodedu yav jagadalli  idar bagge yochane	Positive
God bless you sir.	not-Kannada
Bhai kgf 2 kab ayegi	not-Kannada
i chitradalli natisiruv em.ke. math adbhut nat. rangabhumi hinnele iruvavaru. bahubhasha nat. tamage sikk carector ge parkay pravesh moolak nyay odagisuttare. Love you math sar	Positive
souper souper  chennage ugididdira  anna kott manege kanna hako  beversigalu  china	Negative
Bega movie release madrappa ...buildup amele kodi	Positive
souper hadu	Positive
Yak jana barthilla andre sir yaro loffer nanna maklu YouTube Facebook yella kadenu movie na akidare yellaru elle nodtare heg bartare heli	Negative
Jai D Boss	unknown state
Yes I'm also	unknown state
guru nin modlu pabji dileete madu amele bereyavarige helu.	Negative
Prajwal Devaraj	not-Kannada
S super chamayya mestre nimma valletana	Positive
Love u VP  sir super song super voice  RS is a legend Love u	not-Kannada
Basavaraja Basavaraja basu	not-Kannada
Modi idare don't worry	Mixed feelings
tayi chamundeshwari kripe nimm mele ide sar	Positive
KAMALAKAR SALUNKE utjtkitNutkgntnnNugkuyu	not-Kannada
fab boss	Positive
I souper Brother	Positive
naanu i cinema nodide.nnIvU nodi.nillaxixxareV kannadad ondu olleya chithravannu miss madicondante.nixe chitra bere bhasheyalli bandiddare ader kathene bere irtittu.	Positive
Bro super super🥰🥰🥰	not-Kannada
Dinadalli 18 gante malgonige kelsa yar kottru guru ..? Contact info idya?	Negative
Istu helidru innu tik tok ge support madoru manushyare alla nArta madkoli pls pls	Mixed feelings
Shankranna= RakshithnUppi Dada= Rishabh	unknown state
hubballi kichcha pance vatiind odaleyadagali	Positive
Sara super Nivu devara tara yallaratara duddide shinamadavaratra nimmatra holleya manasidde sara	Positive
Crazy  guru ninu	Mixed feelings
Ide Tara ide Kate bere basheli bandre hododi nodteera Ade kannadadalli  bandre yakro nodalla ....	Negative
Awesome	Positive
Super bro	not-Kannada
lock down nalli i hadannu keli davaru like madi	Positive
Looks lyk promising	not-Kannada
Story e movie plus point	unknown state
shrimannarayan  devar darshan madle beku	Positive
Super sir baigla sir	Negative
hand sap anavrat	Positive
Yaar guru idnu kooda dislike maadidare	Negative
@Manoj Kolya Movie nododidre nodu.. Bittre bidu.. Loss ninge ne.. Movie onthu pakka Sandalwood Blockbuster agutte.. Doubt ee illa..	Negative
Jai D BOSS	unknown state
Guru e badyav heltirod bari sulu	Negative
bindu ge hudy metnage...tictac ge huttiddyannuge helttale....souper ge video madiddiya guru...i love india	Positive
Idu Englishs filmae beat madute ansudre like madi	Positive
tago guru nandondu like	Mixed feelings
Top  benki maga	Positive
Nice movie	not-Kannada
My favorite song	Positive
Kakka is ossm lol	Negative
Cindi song repeat mode unlimited	Positive
Paramvah Music inn	unknown state
@Basvaraj Swamy BASVA Seamy to	not-Kannada
@king k 9880823640.....idu nann phone number....ninn ell prashnegalige uttarisuve	Mixed feelings
No.1 trading guru....ASN	Positive
de bass abhimanigal kadeind al di besht souper trelar	Positive
Not good girl	not-Kannada
600 ne like nannade	unknown state
Modijji avrige gothu aste gothu soldiers value	Positive
Number 1 song	Positive
Super ck. Ur voice ur content........	not-Kannada
Ramesh Snakannanavar nLAR	unknown state
@Madan Kumar super	unknown state
@Kiran Shali 2	not-Kannada
Ban tik tok	Positive
Rashmika mandannage madadang aytu	Negative
Insta link akiddini nodi bro alli bandu	Mixed feelings
Sir chinag Takkar kodo innond deshaneilva    prapanchdalli	Positive
@Prithvi Vishwanath nle D boos bagi matadaku ugyote bekale.... dam bekale.... Kuri shetra ascar nominasahan filam gota? takat idre ond icy haatika filam tegiro nodana? joi d boos	Negative
@10 R hogi ballegaarnn tunne unn... Aa balegaaran bhikshe majestic cinema nim dBabes ge .. Nim amma majestic Sule ansuthe adkke isht harkottiddiya bewarsi sulemundemagane... Nin ammana Kellu Nene hege malgisi keydiddini anta ...	Negative
band band avane shrimannarayanainiends up	Positive
Song superrrrr bro	not-Kannada
D BOSS fans	not-Kannada
sar dayavittu Red FM nalli  nimm hesaru enittu heli....naanu Red FM yavattu keltini....n nagaraj or varun ???n    Pls Admin let me know....	Mixed feelings
major general abinandhan  vardhaman de bass darshan abhimanigarind nimm chitrakke shubhavagali...	Positive
