text_clean	y
1999 ರಲಲ ನಡದ ಘಟನಯನನ ಕಳ ತಳದ ನಡ ಅವಗ ನಮಗ ತಳಯತತದ ನಮಮ ದಶದ ಅಭಮನ ಆವಗ ನವ ಟಕತಕ ನನ ಅವಗಲ ತಗದ ಹಕತರ ಇದ ನನನ ಬಲಯದ ನನಪ	Positive
ಇಚಛಯತ 300 ಕಟಗ ಮರ ಕಲಕಷನ ಮಡಲ	Positive
ನನ ಬಗಬಸ ನಲಲ ಚದನ ಸಮ ಸಟಪ ಮದದರ	Positive
ಸಪರ ಬರ ಟಕ ಟಕ ಟಕ ಟಕ ಅತ ಸಯ ಬಕಫ ನನಮಕಲಗ ಸರಯಗ ಸಮದನ ಹಲದರ ಬರ	Negative
ಸಪರ ಬರ ನಮ ವಓಸ ಅಲ ಎಡ ದಶ ಪರಮ ಫಲ ಎಜಯ ವಡಯ ಸಪರ	Positive
ನವನ ವ ಕಡಲ ಎಲಲಡಡರ ನದ ಟಗಡ ಕದ ಬವಕ ನನನ ಲಕಜನಗ ಹಡಡ ಮಸ ಕದ ಮದಲ ಬವಲ ಚಲಪತ ಸಗ ಸಡ ಅಕಟರ	Negative
ಥಕಜ ಬರ ದಡಡ ಮತ	Positive
ಇತ ಕಟಹಡಡ ಸಲ ಮಕಲಗ ಟಕತಕ ಬನ ಅಗದ ಒಲಡ ಐಥ	Negative
ಕಮರ ಕತರವ ಹಲಡಗ 1ಸಟ ಟಮ ಹಗ ಅನಸಧ	Positive
ಸಪರ ಗರನಸಕಕತತಗತತ ವಡಯ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ಶಕರ ಚಮಮಲಗ ಸಪರ	Positive
ರಕಷತ ಮಚ ಟಮ ಟಗಡರನ ಸಕಥ ಅಗ ಬಡಡ	Positive
ಸಪರ ಸತಪ ಸರ	Positive
ಮಟ ರಲಸ ಮಡ ಪಕಕ ರಜವ ಮಡಕಲತರ ನವ ಹಗ ನದಥವ ಪಲಸ	Positive
ನಮ ಅಮಮ ಹಲದರ ರಕಷತ ಶಟ ದವಲ ರಲ ಈರಡ ಅತನದನ	Mixed feelings
ನದ ಪರಥಸರಥ ನದ ತಲಲ ಯಕ ಹಳಸ ಹಗದ ಅನಸತತ ಹಗ ಡಟಲ ಹಕ ತಳಕ	Negative
ಥಕ ಫರ ಲಕಸ	Positive
ರಶಮಕ ರಕಷತ ಶಟಟ ಬಳವಣಗ ನಡ	unknown state
ಪಜಥ ಸಬಬ	Negative
ಮ ಡರಮ ಇಪಸ	unknown state
ಉ ಗರಟ ಸರ	not-Kannada
ನನ ಸಬಸಕರಬ ಮಡದ	Positive
ನನ ತಲ ಮಲನಲಯ ಅಸವತ ನಮ ಯರ ಕನಗ ಕನಸಕಲಕ ಎಸತ ಪದಲ ಆಕಮತ ಕಡರ ನದದವರ ಅಲ ಸತಗತರ ಅತದರಲ ಬದ ಡಕಟರ ಬಕಲ ಬದಡನಟ ನನ ಅವನಮಕನಲಯಆ ಹಗ ನನ ಅತ ಗದ ಗಲಗ ಹಗ ಹಲ ಕಟ	Negative
ಕರಯ ಕನಪಪ ಪಬಗ ಥಲಕ ಫಸಟ	Mixed feelings
ಪನಯತಮ ಆಡರ	Positive
ಎಷಟ ಕಲಲ ಗರ ನನ ಇನನ ಕಳಬಕ ಅನಸತತ ಅಲ ಬಸಟ ಶಟರ	Positive
ಟಗರ ತಪಪ ಇಸ ಗರಟರಡನ	Positive
ವಜಯ ಪರಕಶ ವಐಸ	unknown state
ಎಕಸಲಟ ಮಯಸಕ ಡನಸ	not-Kannada
ಇದ ನಮಮ ಉತತರ ಕರನಟಕದ ಶಲಯಲಲ ಸನಮ ಆಗಬಕ	Positive
ನಮ ಕನನಡ ಚನನಲ ದನಶ ಸ ससपपर	not-Kannada
ವಡರಫಲ ಮವ	Positive
ವಡರ ಫಲ ಸಗ	Positive
ನಮ ಧಶ ಬಕತ ಗ ಸಲಲತ ಬರ ಐ ಲಕ	Positive
ಸಪರ ಬರ ಸಪರ	not-Kannada
ಸಪರ ತಗರ ತಪಪ	Positive
ಚದ ಮವ ಗರ	Positive
ಸಪರ ಶರಮನ ನರಯಣ	Positive
ಲವ ಫರಮ ಕರನಟಕ	Positive
ಹಯಡಸ ಉಪ	not-Kannada
ದರದರ ರಜಕರನದಡ ಕಲಸನ ಸಗತಲಲ ಗರ ಕಪನ ಫಕಟರ ಯಲಲ ಮಕಚ ಸಟತಲ	Negative
ನವ ಮತ ಅಗಬದ ಸರ	Positive
ಲಟಸ ಪರಏ	unknown state
ಫಲರ ಗಣ ಇನ ಪಬಗ	not-Kannada
ವಹಟ ಸಗ ಅವನಶರಮನನರಯಣ	Positive
ಪಥವ ನಯಕ ನಮಮ ಅಮಮ ಕಡರಗ ಹಡಲ	Negative
ಕಲಟ ಕಲಟ ಫನಲಲ ಇದ ಕಕ ಕಡತ ಎಕಸಸಲಟ	Positive
ಸಪರ ಗರ ಲಸಟ ಅಲಲ ಹಳದರಲಲ ತಕ ಹಡಯ ದವರ ಕಟಕಡದರ ಅತ 100 ನಜ ಸಪರ	Mixed feelings
ಸಪರ ಬಸ ನನ ಹಳಳದ ಕರಟ ಮಡದ ಸಪರ	Positive
ಸಹಸಸಹ ಅಭಮನಗಳ ಇದ ಆಲ ಬಸಟ	Positive
ಜದಶ ಕಮರ ಅನನ ತರಲರ ಇಸ ದಶಗ	Positive
ವತ ಸಗ	Mixed feelings
ಪಲಸ ಇನಥ ಸನಮಗಲನನ ಗಲಸನ ನಮಮ ಹಮಮಯ ಕನನಡ ಸನಮ	Positive
ಸಪರ ಹಳದಯ ಬರದರ	Positive
ಎದ ಮರಯದ ಸಹತಯ	Positive
ಸಪರ ಸಗ ಬಸ	Positive
ವನಯ ಕಮರ ಸರ ನಮ ಬಲಗರ ಯಕ ಶತ ಎಲಲ ಕತ ಥಲಗ ಆನಸಟಡಡನ ಶತಕಬಬ3_ದ ಪವರ ಆಫ ಶತ ಪರಮಶನ ಗ	Negative
ಸಗನಯತರ ಸಟಪಸ ಥಬ ಚನನಗಡ ಸರ	Positive
ಇನಸಪರಡ ಫರಮ ಕರಯನ ಮವ ಮಡನಟ ರನನರಸ	not-Kannada
ಗಣಶ ಭಟ ಕರಷಣ ನಮಮ ಮನಗ ಬ೦ದ ಮಜಜಗ ಕಳಲಲವ	Mixed feelings
ಹಟಏಜ ಅನನ ಥನನರ ರಥ ಕಮಟ ಮದಬರಡ ನವನ ರಜ ನಮಮನಥವರ ಸಟರ ವರ ಗ ಕರನ ಪಲಜ ಎಲಲ ಬಸ ಅಭಮನಗಲ ಇವನ ಗದಪರ ಮಡಬಕಗ ವನತ	Negative
ನಕಸತ ಲವಲ ಮವ ಗರ	Positive
ಸಷಪರ ಅಗ ಮದದದಯ ಗರ	Positive
ಪರವನ ಕಮರ ನನಮಮನ ಯಕ ಗಡ ತಕ ಊರನ	unknown state
ಪರತವಬಬ ವಯಕತ ಜವನದಲಲ ಆಗವತ ಕಥ ನಜಕ ಫಲ ಫಲಗ ವಯಕತ ಪಡಸತ	Negative
ಇದ ಬಕ ಗರ ಚನ ಸಲ ಮಕಲಗ ಇನನ ಕದ ಗರ ಸಪರ ಗರ	Negative
ಅನನ ನವ ಸಪರ ಅಗ ಕರಟವ ಮದಥರ ಸಪರ ಅನನ	not-Kannada
ಲವ ಬರ	Mixed feelings
ಕನನಡವ ಸಪಪರಟ ಮಡಲಲ ಜತರ ಸಗ ಮತ ವಊಸ ಅಗಡಟಕತಕ ಎಲಲ ಬಸ ಅಗವರ ತಲಗ ಅಲಲ 1 ದಏ 10 ಮಲನ ಅಗಟಟ ನಮಲಲ ಅಗಲಲ	Negative
ತಮಳ ರಮಕ ನನ ಸಗಪ ಮನತನ	Negative
ವಹಟ ಟಕತಕ ಸಗ ಸಪರ	Positive
ಯಕರ ಜನಗಲನ ಡರ ತಪಸ ಕಲಸ ಮಡಇರ	Negative
ಹ ಫರಡಸ ನನನ ಅತರ ಓದ ಕಟ ಐಡ ಅದನನ ಶರಟ ಮವ ಮದಬಕ ಅತ ಅಸ ಅಗಟಲಲ ಪಲಸ ಸಪರಟ ಮದ 7875182258 ಇದ ನನನ	unknown state
ಶನವ ಶರವಸತವ ಬಟಟ ಬರ ಯವ ಹಗರ ಇಲಲ ಅಕಡಡಡ	Mixed feelings
ಸಪಷಟವದ ಕನನಡ	Positive
ಸಪರಬ ಸಗ ಗರ	Positive
ನಯಕ	not-Kannada
ಕತ ಹಗ ಈರ ನನ ಮಕಲಲ ಚಪಲಲ ಅಲಲ ಹಡ ಬಕ ಟಕತಕ ಬನ ಮದ ಓಲ ಕಲಸ ಮದ ಎದರ	Positive
ಅಣಣ ಏನ ನನನ ಮತತ ಒದದ ಮತನಲಲ ಅರಥ ಇದ	Positive
ಬಡ ಗವಡ ಗ ಅಲಲ ಹಡ ಬಕ ಫಸಟ ಮನ ಅಲಲ ಅಪಪ ಅಮಮ ಕಲಲಥಯ ದರ ಟಕತಕ ಮದತರದನ ಏನನ ನವ ಯಚನ ಮದ ಎವಲಲ ಯಥ ಕತ ಹಗ ಎರಲಲ ಏರ ಬಕ ಈಥರ ಏದನ ಇಡಯ ಗ ಬದ ನಮ ಮಥ ನಮ ಇಡ ಗರಲಸ ಗ ಬದ ನಮ	Negative
ಏಲ ಎಡಡಲ ಬಸ ನಮ ಟಮ ಬಡಡ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ಸಪರ ಸಗ ಬರ	not-Kannada
ಪಥವ ನಯಕ ನಮಮ ಅಮಮ ಹದರಗತತ	Negative
ಇದ ಇದ ಬಕತತ ಆಕಟಲಲಜಐ ರಕ ಬಸ	Positive
ಸಪರಬ ಸಗ	not-Kannada
ಪರಮಶನ ಹಗ ಮಡಡ ಅತ ಕಲರ	Negative
ಡಸಲಕ ಮದದವರ ರಶಮಕ ಫಸ ಇರಬಕ	Negative
ಸರಯಗ ಪರಮಶನ ಮದಡ ಸನಮ ಹಲ ಮದತರಪನಹದ ಸಗ ಎಲರನನ	Negative
ಲವ ಫರಮ ಹದರಬದ	not-Kannada
ಕಷಟ ಎಲಲರಗ ಇದ ಸರ ಅದನನ ಮಟಟ ನಲಲಈಗ ಹಗದರ ಫಲಮ ಗ ಚನಸ ಗಳ ಸಕತವಖಷಯಗರ	Positive
ಸಪರ ಹಟ ಸಗ	Positive
ಅಣಣ ಬಡ ಚನನಗ ಬಡ ಎತತದ	Positive
ಸಪರ ಸರ	unknown state
ನದನ ಗವಡ ಗನಯಸ	unknown state
ಸರ ಮಟ ಕಮಯನಸಟ ಬಸಟ ಅತರಯ ಙಡಮಕರಸ ಲ ರಜಕರನಗಲ ಕತಡತರ	Negative
ನನ ತಬ ಇಷಟ ಪಡ ಹಸರ ಅದ ಶಕರ ಇಬಬರ ವಯಕತಗಳ ೧ಶಕರ ನಗನ೨ಶಕರ ಅಶವಥ	Positive
ರಶಮಕಮನಧನ ಬದ ಗರಲ	Negative
ಮತತರಜ ಮಲಗರ ಸಪರ	Positive
ಸಪರ ಟಗರ ತಪಪ	Positive
ಸಪರ ಸರ	not-Kannada
ಸರ ಕರನಟಕ ಔಟಸಡ ಪರಮಶನ ಚನನಗ ಮಡ	Mixed feelings
ಪಕಕ ಹತ ಅಗತಥ ಗರ ಮವ	Positive
ಭರತದಲಲ ಬರ ರಜಕರಣ ಮತತ ತಮಮ ಮಕಕಳ ರಜಕಯ ಪರವಶ ಮತತ ಹಣ ಮಡ ರತ ಯವ ಕಯಲ ಬದರ ಪರವಹ ಆದರ ಎಷಟ ಹಣ ಬರತತ ಮತತನಯವ ರತ ಬರತತ ಕಳಳ ಹಡದ ಯವ ಜಗದಲಲ ಬಗಗ ಯಚನ	Positive
ಗಡ ಬಲಸ ಸರ	not-Kannada
ಭಯ ಕಗಫ 2 ಕಬ ಆಯಗ	not-Kannada
ಚತರದಲಲ ನಟಸರವ ಎಕ ಮಠ ಅದಭತ ನಟ ರಗಭಮ ಹನನಲ ಇರವವರ ಬಹಭಷ ನಟ ತಮಗ ಸಕಕ ಕಯರಕಟರ ಗ ಪರಕಯ ಪರವಶ ಮಲಕ ನಯಯ ಒದಗಸತತರ ಲವ ಮಠ ಸರ	Positive
ಸಪರ ಸಪರ ಚನನಗ ಉಗದದದರ ಅನನ ಕಟಟ ಮನಗ ಕನನ ಹಕ ಬವರಸಗಳ ಚನ	Negative
ಬಗ ಮವ ರಲಸ ಮದರಪಪ ಬಲಡಪ ಅಮಲ ಕದ	Positive
ಸಪರ ಹಡ	Positive
ಯಕ ಜನ ಬರಥಲಲ ಆಡರ ಸರ ಯರ ಲಫರ ನನನ ಮಕಲ ಯಟಬ ಫಸಬಕ ಯಲಲ ಕದನ ಮವ ಅಕದರ ಯಲಲರ ಎಲ ನಡತರ ಹಗ ಬರತರ ಹಲ	Negative
ಜಐ ಬಸ	unknown state
ಯಸ ಐಮ ಆಲಸ	unknown state
ಗರ ನನ ಮದಲ ಪಬಜ ಡಲಟ ಮಡ ಆಮಲ ಬರಯವರಗ ಹಳ	Negative
ಪರಜವಲ ದವರಜ	not-Kannada
ಸ ಸಪರ ಚಮಯಯ ಮಸತರ ನಮಮ ವಲಟನ	Positive
ಲವ ಉ ವಪ ಸರ ಸಪರ ಸಗ ಸಪರ ವಐಸ ಇಸ ಲಜಡ ಲವ ಉ	not-Kannada
ಬಸವರಜ ಬಸವರಜ ಬಸ	not-Kannada
ಮದ ಡನತ ವರ	Mixed feelings
ತಯ ಚಮಡಶವರ ಕಪ ನಮಮ ಮಲ ಇದ ಸರ	Positive
ಕಮಲಕರ ಸಲಕ ಉತಜಕತನಟಕಟನನಗಕಯ	not-Kannada
ಫಬ ಬಸ	Positive
ಐ ಸಪರ ಬರದರ	Positive
ನನ ಸನಮ ನಡದನನವ ನಡನಇಲಲದದದರ ಕನನಡದ ಒದ ಒಳಳಯ ಚತರವನನ ಮಸ ಮಡಕಡತನಇದ ಚತರ ಬರ ಭಷಯಲಲ ಬದದದರ ಕಥನ ಬರ ಇರತತತ	Positive
ಬರ ಸಪರ ಸಪರ	not-Kannada
ದನದಲಲ 18 ಗಟ ಮಲಗನಗ ಕಲಸ ಯರ ಕತತರ ಗರ ಕಟಕಟ ಇನಫ ಇಡಯ	Negative
ಇಸತ ಹಲದರ ಇನನ ಟಕ ಟಕ ಗ ಸಪಪರಟ ಮದರ ಮನಶಯರ ಅಲಲ ನರತ ಮಡಕಲ ಪಲಸ ಪಲಸ	Mixed feelings
ಶಕರನನ ರಕಷತನಪಪ ದದ ರಷಭ	unknown state
ಹಬಬಳಳ ಕಚಚ ಪಯನಸ ವತಯದ ಒಳಳಯದಗಲ	Positive
ಸರ ಸಪರ ನವ ದವರ ತರ ಯಲರತರ ದದದಡ ಶನಮದವರತರ ನಮಮತರ ಹಲಯ ಮನಸದದ ಸರ	Positive
ಕರಜ ಗರ ನನ	Mixed feelings
ಐಡ ತರ ಐಡ ಕಟ ಬರ ಬಶಲ ಬದರ ಹಡಡ ನಟಈರ ಏಡ ಕನನಡದಲಲ ಬದರ ಯಕರ ನಡಲಲ	Negative
ಅವಸಮ	Positive
ಸಪರ ಬರ	not-Kannada
ಲಕ ಡನ ನಲಲ ಹಡನನ ಕಳ ದವರ ಲಕ ಮಡ	Positive
ಲಕ ಲಕ ಪರಮಸಗ	not-Kannada
ಸಟರ ಮವ ಪಲಸ ಪಯಟ	unknown state
ಶರಮನನರಯಣ ದವರ ದರಶನ ಮಡಲ ಬಕ	Positive
ಸಪರ ಸರ ಬಗಲ ಸರ	Negative
ಹಯಡ ಸಪ ಅನವರತ	Positive
ಯರ ಗರ ಇದನ ಕಡ ಡಸಲಕ ಮದದರ	Negative
ಮನಜ ಕಲಯ ಮವ ನಡಡಡರ ನಡ ಬಟಟರ ಬಡ ಲಸ ನಗ ಮವ ಓತ ಪಕಕ ಸಡಲವಡ ಬಲಕಬಸಟರ ಅಗಟಟ ಡಟ ಇಲಲ	Negative
ಜಐ ಬಸ	unknown state
ಗರ ಬದಯವ ಹಲತರಡ ಬರ ಸಲ	Negative
ಬದ ಗ ಹಡ ಮಟನಗಟಕಟಕ ಗ ಹಟಟದದಅನನಗ ಹಳತತಳಸಪರ ಗ ವಡಯ ಮಡದದಯ ಗರಐ ಲವ ಇಡಯ	Positive
ಇದ ಇಗಲಷ ಫಲಮ ಬಟ ಮದತ ಅನಸದರ ಲಕ ಮದ	Positive
ತಗ ಗರ ನದದ ಲಕ	Mixed feelings
ತಪ ಬಕ ಮಗ	Positive
ನಸ ಮವ	not-Kannada
ಮ ಫವರಟ ಸಗ	Positive
ಕಕಕ ಇಸ ಆಸಮ ಲಲ	Negative
ಸಡ ಸಗ ರಪಯಟ ಮಡ ಉನಲಮಟಡ	Positive
ಪರಮವಹ ಮಯಸಕ ಇನನ	unknown state
ಬಸವರಜ ಸವಮ ಬಸವ ಸಮ ಟ	not-Kannada
ಕಗ ಕ 9880823640ಇದ ನನನ ಫನ ನಬರನನನ ಎಲಲ ಪರಶನಗಳಗ ಉತತರಸವ	Mixed feelings
ನ1 ತರಡಗ ಗರಆಸನ	Positive
ಡ ಬಸ ಅಭಮನಗಳ ಕಡಯದ ಆಲ ಬಷಟ ಸಪರ ಟರಲರ	Positive
ನಟ ಗಡ ಗರಲ	not-Kannada
600 ಲಕ ನನನದ	unknown state
ಮದಜಜ ಅವಗ ಗತ ಆಸತ ಗತ ಸಲಡರಸ ವಲಯ	Positive
ನಬರ 1 ಸಗ	Positive
ಸಪರ ಕ ಊರ ವಐಸ ಊರ ಕಟಟ	not-Kannada
ರಮಶ ಸನಕನನನವರ ನಲರ	unknown state
ಮದನ ಕಮರ ಸಪರ	unknown state
ಕರಣ ಶಲ 2	not-Kannada
ಬನ ಟಕ ಟಕ	Positive
ರಶಮಕ ಮದನನಗ ಮದದಗ ಏಟ	Negative
ಇನಸತ ಲಕ ಅಕದದನ ನಡ ಬರ ಅಲಲ ಬದ	Mixed feelings
ಸರ ಚನಗ ತಕಕರ ಕಡ ಇನನಡ ದಶನಲವ ಪರಪಚಡಲಲ	Positive
ಪಥವ ವಶವನಥ ನಲ ಬಸ ಬಗ ಮತದಕ ಉಗಯತ ಬಕಲ ಡಯಮ ಬಕಲ ಕರ ಕಷತರ ಆಸಕರ ನಮನಸಹನ ಫಲ ಗಟ ತಕತ ಆಡ ಇಸ ಹತಕ ಫಲ ಟಗರ ನದನ ಜಯ ಬಸ	Negative
10 ಹಗ ಬಲಗರನ ತನನ ಉನನ ಬಲಗರಣ ಭಕಷ ಮಜಸಟಕ ಸನಮ ನಮ ದಬಬಸ ಗ ನಮ ಅಮಮ ಮಜಸಟಕ ಸಲ ಅನಸಥ ಅಡಕಕ ಇಷಟ ಹರಕಟದದಯ ಬವರಸ ಸಲಮಡಮಗನ ನನ ಅಮನ ಕಲಲ ನನ ಹಗ ಮಲಗಸ ಕದದದನ ಅತ	Negative
ಬದ ಬದ ಶರಮನನರಯಣನಹಯಡಸ ಉಪ	Positive
ಸಗ ಸಪರ ಬರ	not-Kannada
ಬಸ ಫಸ	not-Kannada
ಸರ ದಯವಟಟ ರಡ ಫಮ ನಲಲ ನಮಮ ಹಸರ ಏನತತ ಹಳನನ ರಡ ಫಮ ಯವತತ ಕಳತನನ ನಗರಜ ಆರ ವರಣ ಪಲಸ ಆದಮನ ಲಟ ಮ	Mixed feelings
ಮಜರ ಜನರಲ ಅಬನಧನ ವರಧಮನ ಡ ಬಸ ದರಶನ ಅಭಮನಗಳದ ನಮಮ ಚತರಕಕ ಶಭವಗಲ	Positive
ಬಸ	Positive
ಬರಗ ಸಗ ಅಸತ ಪವರ ಇಲಲನಟ ಲಕ ಕಗಫ	Negative
ರಯಲ ದಯ ಕರನಟಕ ಕಷ ಅಗಬತದರ ನಜ ತನ ಲವ ಉ ದಯ	Positive
ಮರಯಲ ಗಗನದಲಲ ನಮಮದ ಲಛನ	Positive
ಜಐ ಬಸ	not-Kannada
ಬರ ಲವಲ ಬರಅಗರ ಮಕಕಕ	Negative
ಅಪಪಟ ಕನನಡದಲಲ ಮನಸ ಮಟಟ ಹಗ ಸವಚದವಗ ಮಖ ಒರಸಕಳಳ ಹಗ ನಚನನಗ ಉಗತರ ಅಣಣ ಉರಕಳಳರ ಉರಕಳಳ ಕರಟ ಹಡದ ಕಗ ಹಗ	Positive
ಟರಲ ಮನಸಟರ_ಕನನಡ ಬರ ನಮ ಅಮಮ ಮತ ಕದಡ ಯಕದರ ನಮ ಅಮಮ ಹತತ ದಗರ ಆದಕಏ ನನ ಹತರಧ	Negative
ಐ ಲವ ದಯ ಮವ	not-Kannada
ಪರಮವಹ ಮಯಸಕ ಇನ	unknown state
ಕಲ ಕದರವ ಬಧವರನಭವಯಲಲ ಅರತವರನಯರಲಲ ಬಡ	Positive
ಸಪರ ಮವ ಸರ	not-Kannada
ಇದ ಚರತರ ಸಷಟಸ ಅವತರ ನಸ	Positive
ಅಣಣ ಸರಯಗ ಹಳದ ಸಪರ	Positive
ಹನ ಗರ ಸಗ	unknown state
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ಎಡಲಲ ಕರನ ಹವಲ ಮಗದ ಮಲ ಫಲಮ ರಲಸ ಮಡಬಕ	Positive
ಲವ ದಯ	Positive
ಜನ ಆಡರ ಜಯರಮ ಇರಬಹದ	Mixed feelings
ಉತತರ ಕರನಟಕ ಶಲಯ ಕಲಯನನ ಉಳಸ	Positive
ನದ ಪರಥಸರಥ ನದನ ನನ ಮಲ ಹಚಗ	Mixed feelings
ಸಪರ ಸಗ ಸ ಫಸ	unknown state
ಸತಶ ಚದರ ನನ ಕಲವ ಕಮಟ ನದಡಕಕ ಹಲಡಡ	Mixed feelings
ಬರ ಐಮ ಬಗ ಫಣ	not-Kannada
ರಗ ಕರಟನ ಮವ ನಸ ಮವ	not-Kannada
ಎಕಸಸಲಟ ಮವ	not-Kannada
ಆಯಯಯ ಹಡ ಹಚಚ ಹಡಸತತದ ದಯವಟಟ ಸಹಕರಸ ಗಳಯರ ನಮಮ ಇಡಸಟರ ಫಲ ಬಳತದ ನನ ನನನ ಫರನಡಸ ವತಙಗ ಫರ ಡಜ ಮವ	Positive
ಏಲರ ಥಕ ಮಚಕಡ ಈರ ನಮ ಬಲಡ ಉಪ ಗಲ ನಡಕ ಅಗಟಲಲಪರಡಸರ ಗ ಎನರ ಕಶತ ಕಶತ ಇರಧ ಬದವರಗಕರನ ಬಧ ಏಷಟ ಫಯಮಲ ಸಏತ ಇದವಉತ ಇಲಡಲ ಏಷಟ ಹಮಸ ಅಗತ ಇದ ಅವಗ ಜವನ ನಡಸಕ ಮಕಲಗ ನಟಟಗ ಓಧ ಓಟಠ ಉತ ಕಡಕ ಅಗಡಲ ಅವಗ ಹಲಪ ಮದ	Negative
ಸಟ ಹದ ವದಯ ಸಗ ಲಕ ಬರ	unknown state
ನನ ಕನನದ ಮವ	Mixed feelings
ಆಕಟಲಲ ಇದ ಇದ ಚನಗರಡ	Positive
ಯನ ಗರ ಟಕ ಟಕ ಟರಲರ ಮರಸಬಟ ಗರ ಟಕ ಟಕ ಸಟರಸ ನನ ವಡಯ ನಡಡರ ಮದರ ವಡಯಸ ಮತ ಮತ ನಡಕಬಕ ಅತರ ಇಡಯ	Positive
ಇದ ಶರ ಮನ ನರಯಣ	Positive
ದರನ ಪಡವರ ಪರ ಇದದರ ಇವನಕ ಕರವರ ಪರ ಇದದನ	Mixed feelings
ಹಯಡಸ ಉಪ	Mixed feelings
ಸಗ ಫಸಟ ಲನ ಮಯಸಕ ಸವಲಪ ಡಲ	Negative
ಡಬಸ ಫಸನಬಸ ಫಸಕಬಸ ಫಸ	Mixed feelings
ಚನನ ಆಪ ಡಲಟ ಮದ ಪಲ	Positive
ಗವ ಪಕಚರ	Mixed feelings
ಇತ ಲಕ ಲಕ ರಗತರಗ2	unknown state
ಕಯಸತಸಮ ಹಗಬಕ ಜತ ಟಗಬಕ ರಸಸಮ ಟಗಬಕ ಹದ ಧರಮ ವಗಗಡಬಕ ದಶ ಮಡ ಹಗಥ	Negative
ಫಲಮ ಯವಗ ರಲಸ	unknown state
ಮಸತ ಮವ	Positive
ಬರಟದನ ಗಟ ರಡ	Positive
ರಕಷತ ಶಟ ಸಪರಬ ಸಗ ನನನ ಕಸತದ ಪರಯತನಕಕ ಕಡತ ಪಲ ಸಕಕ ಸಗಟಟ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ಪಗರ ಕರಬ ಸಗ 383ಕ ಲಕ	Negative
ಮನ ಲಚಚ ಫಕಸ	unknown state
0 ಜತರನ100 ತಲತ	Positive
ಬಜರ ಅದಗ ನಮ ವಡಯ ನಡಡರ ಖಶ ಅಗಟಟ	Positive
ಸಡಲವಡ ಗ ಓಬಬ ಟರಡ ಸಟರ ಸಕಕದನನನನನನನಯರವನನನನನನನನವನ ಶರಮನನರಯಣ	Positive
ಲ ಫಸಟ ನನ ಒಳಳ ಮತನಡ	Negative
ಟರಲ ಮನಸಟರ_ಕನನಡ ನಮ ಮನಗ ಬದ ಇರ ನಗ ಹಸ ತಗ ಸಗಟಲ 4ಮಟಸ ಆದಮಲ ಸ ಬ ಹಪಪ ಬರ ನಮ ಅಮನ ಸಲ ಮಯಗನ	Negative
ಸಷಪರ ಪ ಕಟನ ವರಕ ಟಕತಕ ವಡಯಸ ನದ ನದ ಥಲ ಕತತಗಥಜಐ ಮದ ಜಐ ಜಐ ಮದ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ಇದ ಚರತರ ಶರಶತಸವ ಕಮಟ ಗರ	Positive
ನಸ ಸಪರ ತಗರ ತಪಪ	Positive
ಬರ ಓಲ ನನ ಮಕಲ	Negative
ಹಡ ನವ ಹಲದ 100 ನಜ ಸರ	Positive
ಸಗ ಓಲ ಕರಜ ಐಡ ಇವಗಲ ಕರಕ ಸಗ ಉಪಲಡ ಮದ ಹಡರಗ ಹಲಪ ಅಗಲ ಸರ	Positive
ಪಲಸ ಪರವಡ ಮರ ಕನನಡ	unknown state
ಹಡ ಹಡ ಹಡ	Mixed feelings
ಬಗಮ ನಕಸತ ಲವಲ ನಸವಗ	not-Kannada
ಸಕಕತ ಗರ ಲವ ಲವ ಲವ	Positive
ನಸ ಕಲಙಕಟನ ಮಡ	Positive
ಸಪರ ಕನನಡ ಸಗ ಮಚ ನನ ಕನನಡ	Positive
ಗಜದರ ಹವ ನನ ಕನ ಶ ಆಫ ಗದ ಫಲರಟ ಮದಕ ಬರತನ ಬವರಸ ನಮನತ ಛಲ ಬವರಸ ಗಲನದನ ಹದಗರ ಕಮಟ ಮದಕ ಹಗಲ ಜಸಥ ಜವಡಲಲ ಹದಗರನ ನದಲವನ ಥಕಲ	Negative
ಕಳ ಕದರವ ಬಧವರನಭವಯಲಲ ಅರತವರನಯರಲಲ ಬಡ	Negative
ಸಪರ ನಜವಗಲ ನವ ಕರಟವ ಕನನದಗನ	Positive
ಬಸ ಲವ ಎರಸ 1 ಲಕ ಮದ	Positive
ಸಟರತಪ ಸಟರಟ ಮದಲ ಕಪಸಟ ಗರಷಠ ಮದಲ ಟಪಸ ಕದ ಓದ ಸಪರಟ ವಡಯ ಮದ ಪಲಸ	Positive
ಯನ ಚಧ ಅನನ ನನ	Positive
